timestamp,close,high,low,trade_count,open,volume,vwap,symbol,fast_ema,slow_ema,signal,mean,std,upper,lower
2025-04-24 08:10:00+00:00,2.71,2.72,2.71,16,2.72,2907,2.713263,AMC,,,hold,,,,
2025-04-24 08:35:00+00:00,2.71,2.71,2.71,46,2.71,3784,2.71,AMC,,,hold,,,,
2025-04-24 09:10:00+00:00,2.71,2.71,2.71,16,2.71,812,2.71,AMC,,,hold,,,,
2025-04-24 09:55:00+00:00,2.72,2.72,2.72,5,2.72,241,2.72,AMC,,,hold,,,,
2025-04-24 10:20:00+00:00,2.71,2.71,2.71,8,2.71,2469,2.71,AMC,2.712,,hold,,,,
2025-04-24 10:45:00+00:00,2.72,2.72,2.71,11,2.72,1932,2.719208,AMC,2.714,,hold,,,,
2025-04-24 11:00:00+00:00,2.7,2.72,2.7,62,2.72,9619,2.711629,AMC,2.712,,hold,,,,
2025-04-24 11:20:00+00:00,2.7,2.7,2.7,1,2.7,263,2.7,AMC,2.71,,hold,,,,
2025-04-24 11:25:00+00:00,2.71,2.71,2.71,4,2.71,508,2.71,AMC,2.708,,hold,,,,
2025-04-24 11:30:00+00:00,2.71,2.71,2.71,44,2.71,10170,2.71,AMC,2.7079999999999997,,hold,,,,
2025-04-24 11:35:00+00:00,2.71,2.71,2.71,5,2.71,1615,2.71,AMC,2.7060000000000004,,hold,,,,
2025-04-24 11:40:00+00:00,2.71,2.71,2.71,7,2.71,897,2.71,AMC,2.7079999999999997,,hold,,,,
2025-04-24 11:45:00+00:00,2.71,2.71,2.71,3,2.71,451,2.71,AMC,2.71,,hold,,,,
2025-04-24 12:00:00+00:00,2.71,2.7101,2.7,132,2.71,12530,2.706503,AMC,2.71,,hold,,,,
2025-04-24 12:05:00+00:00,2.71,2.71,2.71,13,2.71,1058,2.71,AMC,2.71,,hold,,,,
2025-04-24 12:15:00+00:00,2.71,2.71,2.71,6,2.71,801,2.71,AMC,2.71,,hold,,,,
2025-04-24 12:20:00+00:00,2.71,2.71,2.71,7,2.71,183,2.71,AMC,2.71,,hold,,,,
2025-04-24 12:25:00+00:00,2.71,2.71,2.7001,16,2.7097,2213,2.704244,AMC,2.71,,hold,,,,
2025-04-24 12:30:00+00:00,2.71,2.71,2.7,7,2.7,1591,2.709316,AMC,2.71,,hold,,,,
2025-04-24 12:35:00+00:00,2.7198,2.72,2.71,26,2.71,25281,2.710083,AMC,2.71196,2.71049,hold,2.71049,0.005084744986619027,2.720659489973238,2.700320510026762
2025-04-24 12:40:00+00:00,2.72,2.72,2.71,10,2.71,3580,2.717553,AMC,2.7139599999999997,2.71099,hold,2.71099,0.00550807063364872,2.7220061412672973,2.6999738587327022
2025-04-24 12:45:00+00:00,2.7197,2.72,2.7197,11,2.7198,1001,2.71979,AMC,2.7159,2.711475,hold,2.711475,0.005833738081196355,2.723142476162393,2.6998075238376074
2025-04-24 12:50:00+00:00,2.7102,2.72,2.7102,21,2.72,3164,2.718315,AMC,2.71594,2.711485,hold,2.711485,0.005831247496755869,2.723147494993512,2.6998225050064883
2025-04-24 12:55:00+00:00,2.72,2.72,2.72,3,2.72,373,2.72,AMC,2.71794,2.711485,hold,2.711485,0.005831247496755869,2.723147494993512,2.6998225050064883
2025-04-24 13:00:00+00:00,2.72,2.72,2.7101,20,2.7101,34288,2.710896,AMC,2.7179800000000003,2.711985,hold,2.711985,0.0061188470706241265,2.724222694141248,2.6997473058587516
2025-04-24 13:05:00+00:00,2.72,2.72,2.71,17,2.71,569,2.716494,AMC,2.71798,2.711985,hold,2.711985,0.0061188470706241265,2.724222694141248,2.6997473058587516
2025-04-24 13:15:00+00:00,2.71,2.71,2.7,43,2.71,5205,2.708483,AMC,2.7160400000000005,2.712485,hold,2.712485,0.00546118119091484,2.72340736238183,2.7015626376181703
2025-04-24 13:20:00+00:00,2.71,2.71,2.7,34,2.7,5035,2.707792,AMC,2.716,2.712985,hold,2.712985,0.004656435840516315,2.722297871681033,2.7036721283189675
2025-04-24 13:25:00+00:00,2.7,2.72,2.7,30,2.72,7370,2.709301,AMC,2.712,2.712485,buy,2.712485,0.00546118119091484,2.72340736238183,2.7015626376181703
2025-04-24 13:30:00+00:00,2.695,2.72,2.6835,1070,2.69,188382,2.69278,AMC,2.707,2.711735,buy,2.711735,0.006708068590177648,2.7251511371803554,2.6983188628196446
2025-04-24 13:35:00+00:00,2.7099,2.7265,2.69,483,2.695,166208,2.710969,AMC,2.70498,2.71173,hold,2.71173,0.006709466995851653,2.7251489339917034,2.698311066008297
2025-04-24 13:40:00+00:00,2.719,2.725,2.7001,236,2.71,69300,2.711621,AMC,2.7067799999999997,2.71218,hold,2.71218,0.006886798966138198,2.7259535979322767,2.6984064020677234
2025-04-24 13:45:00+00:00,2.7163,2.72,2.71,273,2.7199,69442,2.717255,AMC,2.7080399999999996,2.712495,hold,2.712495,0.0069258079521075724,2.726346615904215,2.698643384095785
2025-04-24 13:50:00+00:00,2.715,2.72,2.71,204,2.715,44330,2.715555,AMC,2.7110399999999997,2.7127450000000004,hold,2.7127450000000004,0.006921246845384159,2.7265874936907686,2.6989025063092322
2025-04-24 13:55:00+00:00,2.73,2.73,2.71,276,2.7178,76853,2.713823,AMC,2.71804,2.7137450000000003,sell,2.7137450000000003,0.00788192302210067,2.729508846044202,2.6979811539557987
2025-04-24 14:00:00+00:00,2.735,2.74,2.7201,349,2.7272,183603,2.733068,AMC,2.72306,2.714995,sell,2.714995,0.009138897491953147,2.733272794983906,2.696717205016094
2025-04-24 14:05:00+00:00,2.735,2.749,2.73,366,2.74,113925,2.735953,AMC,2.72626,2.716245,hold,2.716245,0.010080908219318528,2.736406816438637,2.696083183561363
2025-04-24 14:10:00+00:00,2.719,2.74,2.71,377,2.73,76418,2.723642,AMC,2.7268,2.716695,hold,2.716695,0.00998791243137678,2.736670824862754,2.6967191751372463
2025-04-24 14:15:00+00:00,2.715,2.72,2.71,238,2.715,41456,2.716938,AMC,2.7268,2.716945,hold,2.716945,0.009873434586116671,2.7366918691722333,2.6971981308277666
2025-04-24 14:20:00+00:00,2.7426,2.7479,2.715,384,2.715,117578,2.734493,AMC,2.72932,2.718085,sell,2.718085,0.011416160060472474,2.740917320120945,2.695252679879055
2025-04-24 14:25:00+00:00,2.7435,2.75,2.74,315,2.7414,78867,2.745311,AMC,2.73102,2.71926,hold,2.71926,0.01275454098701665,2.744769081974033,2.6937509180259664
2025-04-24 14:30:00+00:00,2.7399,2.7499,2.73,385,2.745,250118,2.741406,AMC,2.732,2.72027,hold,2.72027,0.013565245841371934,2.747400491682744,2.6931395083172562
